make,model,version,price,fuel,year,kms,shift,is_professional,dealer,province,publish_date,insert_date
26,383,1268,487,1,38,1395,1,1,2733,38,4670,60
5,474,314,136,1,26,2089,2,0,1906,4,3673,50
41,175,2428,107,5,31,1864,2,1,2200,7,2427,62
33,152,1525,110,1,22,2001,2,0,696,5,149,9
39,93,2308,86,1,28,1937,2,0,162,43,1861,12
16,362,861,53,1,26,1784,2,0,375,2,1349,60
3,60,220,643,1,31,1623,1,1,726,36,1966,11
5,181,317,77,1,22,1951,2,0,325,30,127,10
41,370,2525,340,1,37,1651,2,1,2225,30,494,2
45,64,2638,148,1,30,1922,2,0,1933,29,209,36
16,362,1008,65,5,22,1717,2,0,202,25,2020,24
3,413,266,521,1,30,1623,1,0,415,44,740,15
15,390,828,141,5,33,1203,2,1,1727,6,2161,7
16,520,1051,748,1,40,5,2,1,899,29,3125,27
16,524,1058,495,1,37,1040,2,1,2847,7,1554,3
54,272,3034,33,5,19,1859,2,0,1488,48,4761,61
54,400,3253,221,1,33,1651,2,1,1071,45,1935,12
33,153,1549,731,5,29,1304,1,1,2281,29,1524,3
8,92,518,148,1,32,1921,2,0,1764,41,849,18
46,498,2859,487,1,37,1711,1,1,1978,38,1731,32
33,152,1547,1102,5,37,822,1,0,655,48,2534,37
18,293,1100,779,5,39,30,2,1,1529,38,3544,44
54,519,3034,358,1,32,1892,1,0,187,36,2934,59
16,362,1022,832,1,38,631,1,1,2102,2,3020,24
54,393,3214,297,1,29,1791,1,0,649,38,82,9
8,574,708,15,5,18,1810,2,0,622,0,820,19
45,75,2656,352,1,35,1641,2,1,1546,48,1561,1
39,11,2120,27,1,22,2036,2,0,109,29,1649,9
3,60,42,142,1,26,1875,1,0,1673,19,2978,51
45,338,2763,417,1,35,1178,2,1,1824,18,3399,41
5,562,473,852,1,33,1820,1,1,946,44,2126,41
16,362,1016,608,6,38,747,1,1,1390,29,484,8
16,324,995,678,1,37,850,2,1,888,7,394,1
5,557,437,756,1,37,839,1,1,2404,7,3593,32
54,392,3034,132,1,26,2017,2,0,1314,38,2565,15
16,102,862,196,1,30,1651,2,0,32,7,330,0
39,21,2173,727,5,39,476,2,1,1575,44,3778,45
38,191,1955,2,5,10,1820,2,0,797,25,262,7
16,243,898,224,5,35,842,2,1,2412,29,3492,30
38,83,1922,349,1,36,1078,2,1,1228,21,4853,57
18,149,1089,23,5,22,1826,2,0,492,44,257,4
41,285,2460,148,1,28,1638,2,1,1729,7,4409,50
46,381,2843,967,1,40,0,1,1,2030,29,2124,20
33,156,1564,196,1,24,1904,2,0,352,2,614,1
54,272,3069,39,5,20,1844,2,0,1832,2,202,4
33,157,1573,553,1,30,1746,1,1,2308,29,2411,9
39,28,2211,760,1,40,2,2,1,2500,20,3611,49
41,312,2472,828,1,40,0,2,1,2754,29,2716,17
8,98,545,29,1,16,1361,2,0,481,28,1427,29
46,463,2850,662,5,39,96,2,1,2598,24,3804,53
33,257,1684,1052,5,39,704,1,1,969,24,1659,26
16,362,1035,23,1,24,2038,2,0,625,19,386,39
45,299,2703,372,5,39,382,2,1,2715,29,1293,19
38,582,2084,39,1,24,1784,2,0,574,22,2955,21
54,518,3335,139,1,25,45,2,0,1672,29,367,3
3,56,95,375,1,32,1203,1,0,642,16,4819,59
41,312,2476,616,5,38,495,1,1,2473,48,4367,48
20,322,1118,653,5,39,374,2,1,2099,5,2980,25
37,417,1844,462,1,37,959,2,0,541,44,1750,49
39,37,2270,630,1,38,1503,2,1,1159,29,4597,51
54,514,3325,675,1,38,1648,2,1,1235,23,3409,37
44,51,2629,81,5,26,1842,2,0,121,29,2769,24
5,473,405,899,1,37,959,1,1,2689,29,4772,62
6,380,503,50,5,26,1401,2,0,1696,40,496,43
0,36,6,730,5,39,432,2,0,501,44,553,19
16,248,861,132,1,26,1417,2,0,155,2,1603,60
41,370,2522,165,1,29,1697,2,0,339,36,1910,11
16,522,1053,671,1,38,1539,2,1,2124,7,2734,42
38,83,1915,318,1,36,1306,2,1,2125,5,2772,20
3,430,295,906,5,28,1651,1,0,1894,7,2355,12
53,576,3025,570,6,39,223,1,1,1978,38,4837,60
53,87,2963,99,1,27,1864,2,1,2498,29,3180,34
39,11,2122,165,5,23,1146,2,0,506,40,1074,8
3,57,115,77,5,21,1852,2,0,1693,9,650,25
39,391,2321,218,1,36,1417,2,1,2330,44,3103,36
26,377,1262,782,6,40,9,1,1,1508,29,4199,54
38,83,1899,72,5,23,1088,2,0,687,29,1530,54
41,175,2396,95,5,29,1988,2,1,856,29,4220,54
39,11,2119,29,5,25,1995,2,0,285,25,1366,34
16,276,971,421,5,35,628,2,1,2187,17,3811,61
5,473,397,792,1,36,855,2,1,2844,43,1984,8
33,157,1571,310,1,27,1922,1,1,2568,7,3319,32
39,42,2093,231,1,31,1701,1,0,603,2,3907,53
39,13,2131,114,5,28,1320,2,0,1883,4,892,8
53,546,3019,302,5,32,1586,2,1,2088,17,3601,31
41,508,2605,575,1,38,543,2,1,2590,7,3318,42
53,101,2972,702,6,39,470,1,1,1576,6,3113,25
8,100,665,476,1,40,1,2,1,2550,7,2484,13
53,86,2955,373,6,34,1248,1,1,1979,44,4810,59
33,163,1637,992,1,36,1314,1,1,965,7,4090,37
3,503,302,177,5,23,1654,2,0,129,6,786,16
8,105,569,454,1,39,626,2,1,2702,48,4663,51
38,543,1890,39,1,26,1865,2,0,1304,10,1085,49
35,342,1736,336,5,30,1457,2,1,2473,7,4613,56
54,392,3193,135,1,27,1956,2,0,1484,7,3777,45
16,102,862,72,1,27,1852,2,0,674,6,1139,45
53,86,2950,485,6,36,1088,1,1,1367,29,1836,10
26,139,1253,244,1,31,1180,2,1,2137,19,3546,35
33,257,1685,1073,1,39,600,1,1,2707,38,1701,10
53,576,3028,497,6,39,631,1,1,2073,40,3197,34
41,175,2406,245,1,36,1040,2,1,819,29,3238,30
21,419,1198,639,1,36,946,1,0,469,29,338,3
38,83,1932,177,1,30,1943,2,1,2889,18,4835,63
33,172,1670,989,1,36,1503,1,1,2297,3,4064,41
45,338,2744,104,5,21,1977,2,0,483,21,4166,61
20,506,1137,814,5,40,11,2,1,2161,29,3208,23
5,472,362,516,1,37,1444,2,1,2121,48,2185,14
5,475,427,883,1,32,1615,1,1,2062,2,3147,26
5,559,453,729,1,36,1164,1,1,2400,29,3671,48
54,479,3297,583,1,36,1690,1,1,2537,31,4321,47
5,560,460,1075,1,39,78,1,1,2704,25,2491,20
54,464,3283,355,1,30,1778,2,1,1966,7,4238,54
33,151,1497,882,1,40,248,1,1,875,9,3040,32
39,42,2299,819,5,40,283,1,1,2551,21,4664,51
35,195,1730,448,1,34,815,2,0,1829,32,965,23
8,309,696,254,1,28,1841,2,1,2910,29,3202,29
45,338,2744,77,1,24,63,2,0,505,15,2422,29
20,596,1179,375,1,37,1387,2,1,2228,5,869,11
39,28,2226,312,1,36,1600,2,1,2747,35,1523,17
5,475,429,742,1,37,2001,1,0,49,27,2567,37
37,555,1887,583,1,36,892,2,1,366,7,4535,57
3,63,231,312,5,24,1956,1,0,385,10,3803,51
40,53,2348,1149,5,39,94,1,1,1486,2,2032,23
41,466,2592,62,1,27,1677,2,0,720,23,2313,44
33,171,1666,569,5,31,959,2,1,1262,29,4000,61
35,342,1731,220,5,26,1574,2,0,1682,6,363,7
54,272,3126,475,1,37,672,2,1,1525,7,4592,50
29,434,1347,781,1,29,1593,1,1,1223,29,2887,33
33,158,1588,729,1,35,1050,1,1,1982,46,3041,21
33,150,1492,544,1,36,1752,1,1,1972,31,4461,55
45,299,2736,219,5,35,1005,2,0,537,41,120,11
5,471,346,749,1,38,586,1,1,2304,7,4568,51
33,150,1484,777,1,38,155,1,1,1226,31,1814,17
53,189,2987,158,1,26,1849,2,1,2775,43,888,10
5,473,396,617,1,36,1573,2,1,860,15,236,7
54,272,3084,81,5,21,2072,2,0,168,44,3809,36
16,247,948,95,5,26,1657,2,0,1435,10,940,24
39,25,2193,15,1,14,1807,2,0,665,41,429,13
16,243,907,99,1,28,1820,2,1,2324,29,1432,15
5,557,437,871,1,39,306,1,1,2148,2,4081,42
33,65,1467,1131,5,36,767,1,1,2286,31,4120,56
15,38,784,208,5,34,1227,2,1,2348,29,2005,16
46,381,2839,113,1,26,1956,1,1,2680,29,2643,15
33,151,1508,611,1,36,732,1,1,1227,38,270,37
7,551,513,50,5,21,1887,1,0,310,14,3261,58
54,82,3037,960,1,40,235,1,1,2219,29,2857,22
8,105,552,59,1,27,1879,2,0,48,27,1917,15
48,516,2892,668,1,40,0,2,1,935,4,1855,27
41,331,2515,111,1,26,1757,2,0,777,29,1419,5
41,175,2393,47,1,20,1424,2,0,41,12,796,53
38,70,1891,289,5,37,1074,2,1,1733,38,4633,60
3,56,93,421,1,35,1762,1,1,2540,43,4015,47
15,36,769,284,5,38,629,2,1,2469,6,2831,25
33,152,1515,47,5,24,1694,2,0,764,38,1019,35
3,56,75,340,1,31,1424,2,0,670,29,1388,2
33,172,1670,908,1,35,867,2,1,1967,46,1982,9
35,121,1720,424,1,36,1268,2,1,1064,29,2822,35
54,272,3171,383,1,36,1382,2,1,2131,29,4559,56
49,335,2897,296,1,33,1383,2,0,1887,37,668,41
35,342,1741,552,5,38,810,1,1,2253,20,4532,52
53,441,3012,928,6,39,452,1,1,2728,20,3688,33
38,83,1897,77,5,25,1784,2,0,286,29,2282,44
5,468,320,437,1,36,1178,2,1,2556,41,4198,49
8,92,518,114,1,24,1746,2,0,1616,25,1340,40
38,180,1952,583,1,40,153,2,1,2483,46,3335,34
15,38,785,278,5,35,1387,2,1,1033,44,4499,49
16,247,938,165,1,29,1430,2,0,60,23,1905,56
53,86,2944,388,6,37,1282,1,1,2066,25,3054,21
46,498,2860,643,1,38,447,1,1,1972,31,2877,22
33,150,1479,673,1,35,846,1,1,879,35,1456,37
8,106,565,517,5,39,740,2,1,2473,48,4550,51
15,495,766,39,1,24,1820,2,0,655,23,710,42
29,434,1348,1068,5,34,1330,1,1,2728,8,3383,25
54,272,3119,458,1,37,1294,1,1,1391,7,1622,16
53,294,2992,643,1,31,1690,2,1,1095,16,933,28
35,342,1717,177,5,24,1784,2,0,1908,43,1471,33
8,106,564,470,5,38,521,2,1,2508,7,4611,49
3,430,294,1081,5,34,1643,1,1,2495,29,4228,44
8,574,708,120,5,19,1545,2,0,1418,16,749,4
45,338,2789,36,1,21,2031,2,0,1882,5,2603,19
54,272,3148,833,5,35,1052,1,1,872,30,674,18
29,434,1346,1048,1,35,1516,1,1,2473,29,3695,39
39,37,2262,843,5,40,0,2,1,2533,2,3262,25
33,173,1675,1059,1,39,148,1,1,2356,4,3603,33
41,370,2541,254,1,35,1591,2,1,2775,43,887,10
33,162,1633,1135,5,39,202,1,1,2738,32,721,4
33,152,1517,289,1,30,1864,2,1,1051,30,2283,32
20,506,1143,579,1,37,1114,2,1,971,38,4836,62
39,14,2169,405,5,39,274,2,1,2731,0,4470,48
20,599,1191,355,1,31,1604,2,1,1966,7,1852,4
32,126,1426,584,1,35,1205,1,1,1511,29,2365,18
45,299,2692,118,1,26,1784,2,0,345,26,3428,27
15,36,769,325,5,38,794,2,1,2854,18,3120,34
54,272,3087,0,1,16,2039,2,0,1684,7,4052,40
24,569,1207,301,1,29,1787,1,0,278,29,3439,35
37,371,1821,145,5,27,1607,2,1,1011,2,4048,57
24,237,1216,1089,1,39,516,1,1,1719,41,3711,44
20,460,1125,473,1,34,1408,2,0,561,15,147,9
53,441,3015,794,6,36,1322,1,0,280,23,1334,7
30,123,1390,457,0,34,998,1,0,87,6,771,57
8,100,664,408,1,40,5,2,1,918,46,3190,27
3,62,228,643,1,32,1834,0,0,429,16,1907,55
16,324,998,455,1,36,1554,2,1,828,45,4359,46
35,342,1737,193,1,27,1799,2,1,2297,3,1478,13
3,410,256,727,5,38,1227,2,1,2146,38,4498,52
46,487,2854,352,1,37,1040,2,1,1212,29,2219,10
5,472,314,148,1,24,1864,2,0,765,15,2062,13
37,417,1845,583,1,36,755,2,1,1144,45,2359,14
46,498,2805,95,1,24,1904,2,0,533,8,14,11
1,271,29,629,1,38,37,2,1,2859,32,4794,62
38,179,1953,294,1,36,985,2,1,910,29,4934,60
3,413,275,994,1,38,1304,1,1,987,35,4060,44
41,347,2520,552,1,36,1112,2,1,2846,29,3895,48
8,111,605,321,1,35,1430,2,0,533,9,3794,33
16,362,1028,434,1,36,1300,2,1,1525,7,311,34
38,83,1897,100,1,26,1868,2,0,584,5,408,22
39,42,2284,421,1,36,1369,2,1,2780,38,3457,37
33,154,1561,781,1,36,973,1,1,1106,48,138,8
54,366,3182,783,1,31,1607,1,0,57,29,1751,22
16,438,1043,417,1,34,1720,2,1,1005,46,2719,17
8,115,653,798,1,40,0,2,1,1567,4,1958,17
45,299,2637,183,1,29,1503,2,0,1665,37,1255,41
39,42,2277,767,5,40,334,1,1,2815,2,1374,9
3,57,142,193,1,27,1977,2,0,468,29,4241,61
38,191,1991,130,1,29,1439,2,1,2461,29,1887,23
9,224,726,459,5,40,9,2,1,2763,29,2825,31
15,288,821,130,1,28,1568,2,1,1249,29,1934,4
45,202,2637,29,1,21,1980,2,0,382,29,3099,48
33,151,1507,819,1,39,192,1,1,2703,7,2288,11
3,57,130,706,1,37,1517,1,1,1858,32,3536,59
3,60,200,155,1,25,1895,2,0,430,21,1133,8
52,358,2932,975,2,37,1943,1,1,1979,44,423,27
35,195,1728,927,7,40,248,1,1,1358,29,4413,63
31,275,1408,1144,5,36,224,1,1,1745,7,681,1
5,472,350,312,1,25,1835,2,0,168,41,1436,0
45,75,2658,151,1,27,1781,2,0,149,45,255,8
38,83,1890,23,5,19,1203,2,0,117,26,907,41
5,472,392,769,5,21,1671,2,0,110,48,1239,12
16,102,869,210,1,32,1799,2,1,1004,40,3551,30
33,549,1704,210,1,30,2032,2,1,1608,48,756,59
5,472,352,65,1,23,1964,1,0,125,1,896,13
38,83,1942,104,1,27,1894,2,0,802,29,413,28
45,299,2707,156,5,33,1465,2,1,2737,48,1355,13
26,492,1296,707,5,37,916,2,1,1023,29,4411,48
33,153,1548,158,5,20,2001,1,0,678,44,3814,52
54,464,3280,419,5,32,1187,2,1,1226,31,189,18
24,225,1208,972,1,40,88,2,1,2036,16,3315,25
26,445,1280,321,1,37,917,2,1,2263,46,4916,59
54,138,3062,908,1,40,368,1,1,1982,46,4523,53
33,256,1681,1048,5,40,0,1,1,1602,38,1813,10
46,498,2861,568,1,36,1311,1,1,1089,38,2360,13
33,154,1551,585,1,35,1629,2,1,2034,31,4517,51
37,555,1875,228,1,25,1701,2,0,635,29,3059,45
39,21,2184,903,1,38,651,1,1,1600,28,2362,21
45,357,2795,258,5,35,554,2,1,1054,8,4391,46
8,115,658,691,5,40,1,2,1,2292,7,1146,12
3,57,129,210,1,26,1835,2,0,767,0,1616,46
44,51,2630,224,1,30,1633,2,0,1872,44,41,3
29,436,1374,991,1,34,1302,1,1,2105,44,1024,6
33,152,1510,77,1,24,2089,2,0,1701,45,1113,17
53,86,2938,340,1,36,1034,2,1,1257,2,525,41
5,472,314,100,1,24,1989,2,0,90,46,4334,56
54,272,3101,706,5,38,749,2,0,644,15,518,37
18,149,1092,50,1,24,1852,2,0,1924,22,2077,52
3,57,143,21,5,18,1852,2,0,376,7,4521,49
36,386,1767,323,1,29,1392,2,1,2115,2,1038,24
3,410,253,751,1,38,985,2,1,1065,44,3441,46
20,506,1133,753,6,40,162,2,1,2704,25,4910,60
26,585,1314,306,1,37,1370,2,1,2746,44,3901,41
39,42,2302,885,1,39,78,1,1,2506,7,4352,43
41,280,2448,125,1,27,1914,2,1,1210,38,4300,45
38,83,1915,358,1,36,998,2,1,2893,16,3324,34
55,536,3411,839,1,39,404,1,1,2777,29,815,8
45,299,2731,196,1,27,1460,2,0,94,29,2209,9
54,392,3222,727,1,37,935,2,1,2879,29,1433,15
38,83,1890,36,1,24,1971,2,0,304,0,264,29
39,10,2115,375,5,38,1123,2,1,1733,38,4565,50
53,576,3022,340,5,38,701,2,1,2018,23,1628,44
16,362,1008,229,1,33,1908,2,0,681,29,2852,58
45,338,2790,50,1,22,1990,2,0,1639,2,4082,40
30,373,1401,881,6,36,1203,1,1,2557,25,2065,12
45,299,2694,11,5,19,1746,2,0,501,19,1376,16
54,272,3171,383,1,36,1382,2,1,2131,29,2192,8
41,177,2417,20,5,26,1873,2,0,582,41,1946,40
33,150,1490,667,1,36,344,1,0,1640,30,2794,19
8,111,602,477,5,39,757,1,1,1569,24,3537,39
54,272,3115,485,5,38,605,2,1,2219,29,4903,59
53,189,2985,62,1,25,2047,2,0,566,18,11,17
8,106,559,562,1,40,176,2,1,2509,29,4706,59
3,60,42,136,1,25,1943,2,0,671,44,1001,29
16,102,862,39,1,24,2075,2,0,176,26,2710,21
33,150,1480,400,1,33,1780,1,1,1161,44,1381,3
39,28,2210,321,1,32,1417,2,1,1174,45,4564,56
33,169,1660,960,5,33,1341,1,1,1029,7,3101,33
24,225,1209,882,1,38,1320,1,1,1531,29,2909,27
8,110,596,427,1,34,1583,2,0,220,29,354,4
5,557,439,952,5,40,138,1,1,1745,7,4116,53
39,14,2161,301,1,36,1405,2,1,2328,40,1859,41
38,129,1946,452,5,36,1044,2,1,2834,7,3573,29
3,410,252,932,5,39,278,2,1,939,48,2907,29
5,469,348,1032,5,37,1068,1,1,2178,29,2889,20
26,445,1279,340,5,36,863,2,1,2250,24,4288,60
34,580,1715,9,5,25,1269,2,0,1408,41,53,19
40,344,2367,941,1,35,1766,1,0,53,48,3519,44
26,139,1255,502,1,38,1417,2,1,1980,45,4793,62
37,73,1779,50,1,23,2049,2,0,1448,14,2337,13
15,36,773,286,5,36,1015,2,1,2080,0,981,9
38,354,2047,95,1,25,1820,2,1,2210,0,2043,60
39,26,2196,95,1,27,1738,2,0,1452,2,637,13
54,272,3088,39,5,16,2043,2,0,1865,5,4244,43
15,422,840,315,1,37,774,2,1,2276,2,4888,57
41,175,2413,8,5,24,1827,2,0,533,26,793,33
16,254,968,35,1,23,2043,2,1,1515,9,2162,15
16,311,982,278,5,37,959,2,1,2101,7,3687,33
18,149,1098,453,1,35,1052,2,1,2652,7,4770,53
5,468,333,193,1,29,1928,2,0,426,40,67,4
38,191,1975,320,5,39,337,2,1,2334,2,3470,33
50,500,2916,355,5,37,1052,2,1,2521,7,3592,50
16,247,918,627,5,39,25,2,1,2350,4,3773,33
54,272,3099,574,5,39,631,2,1,2735,29,1494,2
20,594,1170,133,5,30,1643,2,0,1656,31,304,49
46,487,2852,385,5,37,566,2,1,2473,44,4527,53
40,53,2352,1137,5,32,1288,1,1,2315,29,2829,25
0,36,6,740,5,40,201,2,0,1767,6,140,23
53,441,3009,555,1,36,1208,2,1,2194,44,3108,26
8,114,649,132,1,28,1820,2,1,901,44,4013,36
33,152,1518,475,1,32,1691,1,0,501,38,516,43
39,42,2275,284,1,32,1932,2,0,777,29,324,30
41,584,2621,855,2,40,1,1,1,813,29,3611,38
54,272,3072,340,5,32,836,2,0,1447,18,1240,14
53,188,2980,708,6,40,5,1,1,1598,0,510,24
54,400,3247,208,1,30,1348,2,1,2531,29,4101,53
3,62,230,779,1,33,1720,1,1,2601,26,1570,7
38,191,1976,253,5,37,1052,2,1,1390,29,700,42
38,289,2009,769,5,40,1,2,1,2394,8,3664,41
8,109,589,280,5,32,1365,2,1,2647,29,3563,29
39,444,2338,574,1,39,822,2,0,1905,29,3686,29
33,150,1477,77,1,27,1707,2,0,1327,25,3160,48
8,92,536,565,1,40,319,2,1,2050,29,3581,51
33,152,1545,928,5,37,1174,1,1,2698,44,4754,54
38,83,1906,532,5,39,491,1,1,1575,44,1269,2
41,175,2405,223,1,36,1383,2,1,1225,38,3736,34
8,105,553,77,1,22,1096,2,0,642,10,4789,55
38,83,1904,323,5,35,1277,2,1,2051,17,3179,32
16,247,915,546,5,39,577,2,1,977,44,4571,52
37,417,1866,621,1,38,782,2,1,1743,38,2550,23
30,373,1399,797,6,36,1187,1,1,1184,46,1176,7
54,400,3255,39,1,20,1812,2,1,841,29,4105,46
33,151,1504,542,1,35,1280,2,1,2885,2,4738,53
6,313,500,59,5,25,1203,2,0,1774,18,1711,39
38,191,1983,210,5,34,1240,2,1,986,17,1560,9
5,474,409,210,5,26,1844,2,0,72,15,3961,40
32,352,1453,743,5,39,518,2,1,2132,36,4425,51
54,392,3238,384,1,36,1550,2,1,2132,36,4279,45
55,535,3405,76,1,25,1971,2,0,389,31,4562,54
5,468,320,583,1,36,991,2,1,2091,35,1486,7
54,272,3068,176,5,28,1690,2,0,20,44,4110,45
33,158,1581,631,1,31,1316,1,1,2363,1,4921,61
53,576,3023,59,5,19,1361,2,0,328,17,196,41
54,518,3339,682,1,33,1671,1,1,728,16,1933,22
5,561,467,355,1,28,1903,1,1,993,29,352,39
39,588,2343,838,2,40,9,1,1,2143,43,3393,33
33,150,1488,726,1,37,879,1,1,1966,7,1762,2
53,189,2934,217,1,28,1568,2,0,1452,14,1775,42
8,573,707,14,1,21,1755,2,0,685,30,1082,46
38,191,1979,240,5,37,843,2,1,2377,41,2190,15
33,150,1476,858,1,39,370,1,1,2357,4,3437,42
20,296,1113,673,6,39,207,2,1,2016,8,4687,60
16,362,1014,126,1,29,1799,2,0,1934,29,1626,21
16,247,861,9,5,19,1864,2,0,642,46,130,23
26,139,1256,487,1,38,760,2,1,2478,16,4237,42
3,59,42,312,1,30,1943,2,0,708,18,908,41
32,351,1413,39,5,27,1880,2,0,352,31,1634,15
54,274,3158,539,5,36,866,1,1,2473,29,2195,26
3,59,178,473,1,28,1643,2,0,168,21,2024,42
5,472,358,600,1,36,1392,1,1,2882,23,1172,44
8,92,530,270,1,35,1723,2,0,298,7,2932,28
0,36,0,725,5,41,1,2,1,2562,29,4299,62
5,560,460,819,1,37,1829,1,1,1105,31,4278,55
33,150,1488,675,1,37,946,1,0,445,18,3030,56
33,151,1499,217,1,29,1746,2,1,2740,18,3521,43
32,128,1431,701,5,35,1219,1,1,2421,7,3457,31
33,162,1627,1009,5,40,222,1,1,1227,38,3489,32
54,272,3034,107,1,26,1921,2,0,72,30,1669,46
35,342,1733,591,1,36,525,2,1,1363,27,3156,24
8,105,551,77,1,29,1732,2,0,425,29,378,34
53,86,2946,469,6,37,1080,1,1,1390,29,483,23
45,80,2668,539,1,39,198,2,1,1856,43,3989,44
38,354,2045,113,5,23,1350,2,1,1523,41,4941,62
38,302,2042,162,1,30,1943,1,1,1079,4,226,34
13,206,744,913,1,40,1,1,1,1494,7,2725,19
29,435,1354,1082,6,40,248,1,1,2424,29,2373,11
45,338,2778,795,5,40,0,2,1,2209,44,4420,48
8,114,643,23,1,21,1994,2,0,469,5,1405,54
33,167,1643,626,1,30,1744,1,1,1979,44,4846,63
20,322,1122,983,2,40,9,1,1,1112,48,1840,9
26,492,1299,582,1,37,717,2,1,1725,31,1248,29
16,243,895,315,5,38,856,2,1,1995,43,2596,28
3,57,135,615,1,36,1499,2,1,2897,29,1557,6
41,246,2445,278,5,32,850,2,1,2648,32,4407,54
33,549,1703,278,1,30,1895,2,0,631,25,826,41
5,579,480,1012,5,39,452,1,0,213,29,3188,41
12,132,742,68,1,26,2056,2,1,1203,29,3931,56
3,60,42,929,1,32,1690,1,0,1782,32,2535,30
54,392,3211,749,1,36,1304,1,1,2170,10,4219,61
39,42,2300,280,1,35,1517,2,1,888,7,1234,63
5,473,398,776,1,36,1325,1,1,1743,38,3204,23
54,514,3312,999,1,40,132,1,1,2149,31,4584,60
8,115,655,812,1,39,139,2,1,2753,35,2752,16
45,80,2661,627,5,40,433,2,1,2669,31,2402,14
54,376,3191,142,1,22,1599,2,0,651,44,3584,62
39,26,2199,124,1,27,1851,2,0,1929,6,642,39
32,124,1417,552,5,36,962,2,1,2276,2,3954,41
38,83,1900,530,5,39,1,2,1,2675,29,1831,4
46,381,2845,323,1,35,1741,2,1,1972,31,3458,49
15,220,798,72,1,22,1864,2,1,2907,46,4599,56
5,561,471,932,1,36,1052,1,1,2689,29,3159,43
5,469,336,799,1,37,524,1,1,1999,31,2867,26
39,391,2333,388,1,37,937,2,1,2450,31,2329,9
9,224,725,210,1,33,1859,2,0,468,5,3878,43
46,498,2863,352,1,31,1667,1,0,642,17,513,17
55,535,3406,278,1,31,1082,2,1,2337,6,1485,6
41,175,2432,354,5,38,742,2,1,1576,6,2396,24
53,86,2953,224,1,35,1926,2,1,848,4,1844,18
29,218,1334,165,1,26,1865,1,0,755,18,3326,38
3,56,71,179,1,25,1753,2,1,2190,32,1324,10
33,158,1605,600,5,23,1732,1,0,540,31,3031,27
8,309,698,357,1,36,1643,2,1,2265,44,582,51
45,338,2783,383,1,36,1138,2,1,1208,35,4032,48
5,472,352,0,1,22,1864,2,0,793,29,1796,55
39,21,2187,449,6,35,1234,1,1,1502,38,197,3
15,251,818,358,1,32,1033,2,1,2486,6,482,6
37,356,1814,452,1,38,494,2,1,2057,46,1084,9
54,272,3142,990,5,39,337,1,0,509,20,1372,45
32,351,1441,454,1,36,862,2,1,1972,31,3619,38
5,474,409,151,1,28,2104,2,0,363,3,3974,50
29,437,1381,1095,1,40,126,1,1,2469,46,2431,18
33,150,1496,924,5,39,107,1,1,990,7,1385,5
3,56,86,643,1,37,1023,2,1,2469,6,1092,10
55,536,3413,711,1,35,1178,1,1,1574,29,2948,19
3,413,272,900,1,37,643,2,1,2060,49,4267,41
41,285,2464,148,1,28,1702,1,1,858,2,783,24
41,285,2456,355,1,34,1549,2,1,1369,30,2305,16
45,299,2708,340,5,35,868,1,1,1068,7,3755,36
38,302,2031,617,1,37,932,2,0,208,29,568,38
3,413,277,1098,5,38,452,1,1,973,2,4329,51
3,57,163,701,1,35,927,1,1,2060,49,4266,58
39,11,2118,59,5,23,1350,2,0,1443,44,827,14
5,562,476,1071,1,38,1514,1,1,883,29,2675,41
15,221,807,210,1,33,1052,2,0,1334,4,3668,60
25,442,1244,673,5,40,5,2,1,1958,36,1532,1
55,451,3376,86,1,26,1971,2,0,634,4,1688,48
16,244,910,77,1,29,1955,2,0,1654,31,2412,62
54,272,3143,832,5,40,67,1,1,2108,2,4298,45
14,34,762,1154,5,37,598,1,1,2283,29,4069,37
45,299,2698,338,5,36,1112,1,1,1966,7,4569,52
8,111,617,401,1,35,1249,1,1,1084,16,2479,11
39,22,2188,1024,7,40,0,1,1,2508,7,3682,43
54,272,3116,552,5,39,285,2,1,1550,7,2340,21
5,472,381,583,5,10,1731,2,0,293,7,2333,31
5,472,361,628,1,35,1365,2,1,2194,44,4468,46
54,514,3320,421,1,30,1212,2,1,2473,7,4176,50
55,536,3409,968,1,40,75,1,1,2713,15,1925,7
3,57,152,699,5,38,1182,2,1,1105,31,3314,37
54,272,3121,289,5,33,1477,2,1,1847,41,1877,17
5,474,410,751,1,36,1234,1,1,1274,47,4129,43
33,257,1687,1112,5,39,410,1,1,991,31,3002,40
41,175,2373,4,5,19,1717,2,0,18,31,3134,27
15,36,770,352,5,38,891,2,1,2884,7,3591,36
16,407,1041,751,5,40,226,1,1,1126,40,3665,40
45,338,2745,193,5,32,1477,2,1,2338,29,2901,33
5,468,332,326,1,28,1657,2,0,698,31,119,15
39,42,2290,383,1,35,1489,2,1,2133,44,4358,49
54,514,3333,837,1,36,892,1,1,1166,48,3290,42
32,351,1440,90,1,25,1849,2,0,520,44,616,4
41,316,2491,317,1,35,1203,2,1,1055,8,4850,61
45,509,2799,906,1,40,1,2,1,2672,46,998,11
54,272,3114,421,1,37,1234,2,1,1077,0,3195,25
33,151,1497,224,1,29,1922,1,0,113,0,2624,58
3,57,161,452,1,32,1669,1,1,2092,29,3864,46
38,83,1908,673,1,40,14,2,1,1713,7,3502,45
16,233,884,14,5,18,1477,2,0,127,5,249,16
48,443,2885,132,1,25,1784,2,0,373,29,2170,61
